flight_row_id,flight_id,airline,source,destination,departure_time,arrival_time,duration_minutes,is_overnight,is_duration_anomaly
480,6F052,IndiGo,BOM,CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,169.0,False,False
481,SJ201,SpiceJet,BLR,DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,122.0,False,False
482,UK028,Vistara,HYD,MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,95.0,False,False
483,SJ119,SpiceJet,BOM,CCU,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0,False,False
484,AI165,Air India,DEL,CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,False,False
485,AI255,Air India,MAA,CCU,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0,False,False
486,AI202,Air India,HYD,BLR,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0,False,False
487,SJ039,SpiceJet,MAA,BOM,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0,False,False
488,SJ051,UNKNOWN,BOM,BLR,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,218.0,False,False
489,UK024,Vistara,MAA,BLR,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,300.0,False,False
490,SJ006,SpiceJet,HYD,BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,False,False
491,AI207,Air India,BOM,MAA,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0,False,False
492,SJ168,SpiceJet,CCU,BOM,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0,False,False
493,AI028,Air India,HYD,BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,False,False
494,6F094,IndiGo,BLR,BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0,False,False
495,6F024,IndiGo,BOM,DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,226.0,False,False
496,6F061,IndiGo,MAA,BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0,False,False
497,AI032,Air India,MAA,BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.00498333333333,False,False
498,UK163,Vistara,DEL,HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,False,False
499,SJ067,SpiceJet,MAA,BLR,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0,False,False
500,SJ106,SpiceJet,CCU,DEL,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0,False,False
501,AI086,Air India,CCU,HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,False,False
502,6F263,UNKNOWN,DEL,HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,False,False
503,6F163,IndiGo,MAA,BOM,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,237.0,False,False
504,SJ064,SpiceJet,CCU,DEL,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0,False,False
505,UK118,Vistara,HYD,BLR,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,60.00496666666666,False,False
506,UK022,Vistara,DEL,HYD,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,277.0,False,False
507,UK099,Vistara,BOM,MAA,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,248.0,False,False
508,6F212,IndiGo,BLR,CCU,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,282.0,False,True
509,AI023,Air India,HYD,BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,False,False
510,SJ245,SpiceJet,BOM,DEL,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,212.0,False,False
511,6F066,IndiGo,BLR,HYD,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,96.0,False,False
512,AI138,Air India,DEL,CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0,False,False
513,SJ021,SpiceJet,HYD,BLR,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0,False,False
514,SJ136,SpiceJet,HYD,BLR,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0,False,False
515,AI148,Air India,HYD,MAA,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0,False,False
516,SJ014,SpiceJet,BOM,HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0,False,False
517,6F104,IndiGo,CCU,BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,35.0,False,False
518,SJ121,SpiceJet,CCU,DEL,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0,False,False
519,UK174,Vistara,CCU,DEL,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,140.0,False,False
520,AI033,Air India,MAA,CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,False,False
521,SJ122,SpiceJet,CCU,BOM,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0,False,False
522,UK095,Vistara,BOM,MAA,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,134.0,False,False
523,SJ026,SpiceJet,CCU,MAA,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0,False,False
524,6F221,IndiGo,MAA,DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0,False,False
525,SJ103,SpiceJet,MAA,BLR,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0,False,False
526,SJ011,SpiceJet,BOM,MAA,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0,False,False
527,AI002,Air India,HYD,BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,False,False
528,AI046,UNKNOWN,DEL,BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,False,False
529,SJ053,SpiceJet,CCU,DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0,False,False
530,AI236,Air India,DEL,BOM,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0,False,False
531,AI254,Air India,CCU,HYD,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0,False,False
532,6F063,IndiGo,DEL,HYD,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,169.0,False,False
533,6F115,IndiGo,MAA,BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,102.0,False,False
534,UK070,Vistara,BOM,DEL,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,133.0,False,False
535,SJ147,SpiceJet,BLR,CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0,False,False
536,UK201,Vistara,HYD,BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,133.0,False,False
537,SJ234,SpiceJet,BLR,CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,123.0,False,False
538,AI176,Air India,BLR,DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0,False,False
539,SJ045,SpiceJet,DEL,MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0,False,False
540,SJ174,SpiceJet,CCU,DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0,False,False
541,AI007,Air India,MAA,DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.00498333333333,False,False
542,AI143,Air India,CCU,DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,False,False
543,SJ241,SpiceJet,DEL,HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,159.0,False,False
544,AI020,UNKNOWN,BOM,BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,False,False
545,UK031,Vistara,CCU,DEL,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,215.0,False,False
546,AI013,Air India,HYD,BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,False,False
547,AI249,Air India,BLR,HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,169.0,False,False
548,UK046,Vistara,CCU,DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,148.0,False,False
549,UK168,Vistara,BLR,CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,49.0,False,False
550,AI022,Air India,BOM,MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0,False,False
551,UK218,Vistara,MAA,BLR,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,250.0,False,False
552,UK142,Vistara,BLR,DEL,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,250.0,False,False
553,6F067,IndiGo,MAA,BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,183.0,False,False
554,SJ217,SpiceJet,BOM,CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,187.0,False,False
555,SJ143,SpiceJet,DEL,BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0,False,False
556,AI243,UNKNOWN,BLR,BOM,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,139.0,False,False
557,SJ246,SpiceJet,BOM,DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,60.004933333333334,False,False
558,6F170,IndiGo,HYD,DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,False,False
559,UK157,Vistara,CCU,BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.00495,False,False
560,UK172,Vistara,DEL,BOM,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,181.0,False,False
561,SJ139,SpiceJet,DEL,BLR,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,222.0,False,False
562,UK085,Vistara,MAA,DEL,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,62.0,False,False
563,6F079,IndiGo,MAA,HYD,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,244.0,False,False
564,SJ032,SpiceJet,MAA,BOM,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0,False,False
565,6F182,IndiGo,BOM,CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,False,False
566,AI106,Air India,HYD,BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,False,False
567,AI200,Air India,HYD,MAA,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,204.0,False,False
568,6F142,IndiGo,CCU,MAA,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,239.0,False,False
569,SJ079,SpiceJet,HYD,DEL,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,184.0,False,False
570,SJ082,SpiceJet,BOM,DEL,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0,False,False
571,SJ110,SpiceJet,CCU,DEL,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,33.0,False,False
572,6F262,UNKNOWN,MAA,DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,False,False
573,UK143,Vistara,BLR,BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0,False,False
574,6F269,UNKNOWN,HYD,MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,False,False
575,6F214,IndiGo,BOM,CCU,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,239.0,False,False
576,SJ213,SpiceJet,BOM,CCU,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,209.0,False,False
577,SJ072,SpiceJet,DEL,HYD,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0,False,False
578,6F059,IndiGo,BOM,DEL,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,290.0,False,False
579,UK202,Vistara,DEL,HYD,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,266.0,False,False
580,UK037,Vistara,BLR,BOM,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,242.0,False,False
581,UK069,Vistara,CCU,DEL,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,133.0,False,False
582,SJ118,SpiceJet,DEL,BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,False,False
583,6F145,IndiGo,CCU,DEL,2026-04-19 01:02:41.703,2026-04-19 02:18:41.703,76.0,False,False
584,UK097,Vistara,HYD,BOM,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,251.0,False,False
585,6F117,IndiGo,CCU,DEL,2026-04-19 00:46:41.702,2026-04-19 01:51:41.702,65.0,False,False
586,6F226,IndiGo,DEL,BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,False,False
587,6F050,IndiGo,DEL,BOM,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,237.0,False,False
588,UK196,Vistara,BOM,HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0,False,False
589,SJ086,SpiceJet,CCU,DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,False,False
590,AI134,Air India,HYD,BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,False,False
591,AI043,Air India,CCU,DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,False,False
592,UK119,Vistara,BOM,CCU,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,257.0,False,False
593,SJ181,SpiceJet,BOM,BLR,2026-04-19 00:20:41.703,2026-04-19 01:49:41.703,89.0,False,False
594,AI070,Air India,CCU,DEL,2026-04-19 00:05:41.702,2026-04-19 01:44:41.702,99.0,False,False
595,6F233,IndiGo,BLR,BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,True,False
596,UK013,Vistara,BOM,MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,True,False
597,6F015,IndiGo,BOM,CCU,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,168.0,True,False
598,SJ247,SpiceJet,DEL,BOM,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,245.0,True,False
599,AI067,Air India,HYD,DEL,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0,True,False
600,AI211,Air India,DEL,CCU,2026-04-18 23:34:41.703,2026-04-19 01:21:41.703,107.0,True,False
601,UK029,Vistara,DEL,BOM,2026-04-18 23:26:41.701,2026-04-19 02:15:41.701,169.0,True,False
602,SJ200,SpiceJet,BOM,DEL,2026-04-18 23:24:41.703,2026-04-19 02:11:41.703,167.0,True,False
603,6F087,IndiGo,DEL,HYD,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,226.0,True,False
604,SJ210,SpiceJet,HYD,CCU,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,213.0,True,False
605,AI101,Air India,DEL,BLR,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,183.0,True,False
606,UK075,Vistara,MAA,CCU,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,279.0,True,False
607,SJ091,SpiceJet,BLR,CCU,2026-04-18 23:10:41.702,2026-04-19 00:47:41.702,97.0,True,False
608,AI251,Air India,MAA,DEL,2026-04-18 22:40:41.704,2026-04-18 23:24:41.704,44.0,False,False
609,SJ042,SpiceJet,HYD,CCU,2026-04-18 22:38:41.701,2026-04-19 02:20:41.701,222.0,True,False
610,UK126,Vistara,CCU,DEL,2026-04-18 22:37:41.702,2026-04-19 00:03:41.702,86.0,True,False
611,6F042,IndiGo,HYD,DEL,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,246.0,True,False
612,AI116,Air India,CCU,BOM,2026-04-18 22:30:41.702,2026-04-19 01:57:41.702,207.0,True,False
613,SJ209,SpiceJet,BLR,BOM,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,221.0,True,False
614,AI123,Air India,MAA,BOM,2026-04-18 22:19:41.702,2026-04-19 00:45:41.702,146.0,True,False
615,6F016,IndiGo,HYD,BOM,2026-04-18 22:18:41.701,2026-04-18 22:54:41.701,36.0,False,False
616,UK012,Vistara,MAA,BOM,2026-04-18 22:16:41.701,2026-04-19 00:25:41.701,129.0,True,False
617,SJ188,SpiceJet,BLR,BOM,2026-04-18 22:15:41.703,2026-04-18 22:55:41.703,40.0,False,False
618,UK096,Vistara,BLR,HYD,2026-04-18 22:11:41.702,2026-04-19 00:06:41.702,115.0,True,False
619,SJ046,SpiceJet,BOM,MAA,2026-04-18 22:01:41.701,2026-04-19 01:25:41.701,204.0,True,False
620,UK081,UNKNOWN,BLR,DEL,2026-04-18 22:00:41.702,2026-04-18 23:00:41.702,60.0,False,False
621,UK191,Vistara,MAA,BLR,2026-04-18 21:51:41.703,2026-04-18 22:57:41.703,66.0,False,False
622,6F064,IndiGo,CCU,DEL,2026-04-18 21:45:41.701,2026-04-18 22:50:41.701,65.0,False,False
623,AI005,Air India,DEL,CCU,2026-04-18 21:24:41.701,2026-04-18 22:11:41.701,47.0,False,False
624,6F021,IndiGo,BLR,MAA,2026-04-18 21:23:41.701,2026-04-19 01:25:41.701,242.0,True,False
625,AI169,Air India,CCU,DEL,2026-04-18 21:21:41.703,2026-04-19 01:34:41.703,253.0,True,False
626,UK035,Vistara,HYD,BOM,2026-04-18 21:08:41.701,2026-04-18 22:24:41.701,76.0,False,False
627,AI040,Air India,HYD,BLR,2026-04-18 21:01:41.701,2026-04-18 22:42:41.701,101.0,False,False
628,UK042,Vistara,MAA,BOM,2026-04-18 20:59:41.701,2026-04-19 01:38:41.701,279.0,True,False
629,SJ171,SpiceJet,DEL,HYD,2026-04-18 20:52:41.703,2026-04-18 23:52:41.703,180.0,False,False
630,AI250,UNKNOWN,BOM,CCU,2026-04-18 20:48:41.704,2026-04-19 00:12:41.704,204.0,True,False
631,SJ195,SpiceJet,BOM,CCU,2026-04-18 20:41:41.703,2026-04-18 23:54:41.703,193.0,False,False
632,UK211,Vistara,MAA,CCU,2026-04-18 20:39:41.704,2026-04-18 22:02:41.704,83.0,False,False
633,UK122,Vistara,HYD,CCU,2026-04-18 20:29:42.000,2026-04-18 23:29:42.000,180.0,False,False
634,AI136,Air India,BLR,DEL,2026-04-18 20:29:41.702,2026-04-18 23:48:41.702,199.0,False,False
635,6F141,IndiGo,BOM,CCU,2026-04-18 20:26:41.702,2026-04-18 22:28:41.702,122.0,False,False
636,6F053,IndiGo,DEL,HYD,2026-04-18 20:26:41.701,2026-04-19 00:39:41.701,253.0,True,False
637,6F136,IndiGo,CCU,DEL,2026-04-18 20:24:41.702,2026-04-18 21:01:41.702,37.0,False,False
638,6F009,IndiGo,BLR,CCU,2026-04-18 20:21:41.701,2026-04-18 23:36:41.701,195.0,False,False
639,6F023,IndiGo,MAA,BLR,2026-04-18 20:18:41.701,2026-04-19 00:14:41.701,236.0,True,False
640,UK006,Vistara,MAA,CCU,2026-04-18 20:16:41.701,2026-04-18 21:55:41.701,99.0,False,False
641,SJ165,SpiceJet,CCU,BOM,2026-04-18 20:08:41.703,2026-04-18 23:18:41.703,190.0,False,False
642,6F189,IndiGo,MAA,BLR,2026-04-18 20:08:41.703,2026-04-18 21:51:41.703,103.0,False,False
643,AI131,Air India,MAA,BOM,2026-04-18 19:55:41.702,2026-04-18 22:35:41.702,160.0,False,False
644,6F004,IndiGo,BOM,CCU,2026-04-18 19:53:41.701,2026-04-18 23:33:41.701,220.0,False,False
645,AI027,Air India,BOM,MAA,2026-04-18 19:41:41.701,2026-04-18 23:23:41.701,222.0,False,False
646,AI238,Air India,CCU,MAA,2026-04-18 19:25:41.704,2026-04-19 00:07:41.704,282.0,True,False
647,SJ105,SpiceJet,BOM,HYD,2026-04-18 19:22:41.702,2026-04-18 22:48:41.702,206.0,False,False
648,UK088,UNKNOWN,MAA,BLR,2026-04-18 19:16:41.702,2026-04-18 23:36:41.702,260.0,False,False
649,6F035,IndiGo,CCU,HYD,2026-04-18 19:16:41.701,2026-04-18 23:40:41.701,264.0,False,False
650,AI133,Air India,DEL,CCU,2026-04-18 19:12:41.702,2026-04-18 21:32:41.702,140.0,False,False
651,AI001,Air India,DEL,HYD,2026-04-18 19:00:41.700,2026-04-18 22:03:41.700,183.0,False,False
652,SJ133,SpiceJet,BOM,CCU,2026-04-18 18:50:41.702,2026-04-18 21:29:41.702,159.0,False,False
653,SJ216,SpiceJet,BOM,CCU,2026-04-18 18:35:41.703,2026-04-18 21:31:41.703,176.0,False,False
654,SJ225,UNKNOWN,DEL,HYD,2026-04-18 18:16:41.704,2026-04-18 20:53:41.704,157.0,False,False
655,AI147,Air India,HYD,CCU,2026-04-18 18:14:41.703,2026-04-18 20:10:41.703,116.0,False,False
656,SJ054,SpiceJet,MAA,BLR,2026-04-18 18:13:41.701,2026-04-18 22:46:41.701,273.0,False,False
657,6F197,IndiGo,BOM,BLR,2026-04-18 17:59:41.703,2026-04-18 22:44:41.703,285.0,False,False
658,SJ066,SpiceJet,HYD,CCU,2026-04-18 17:47:41.701,2026-04-18 19:03:41.701,76.0,False,False
659,SJ183,SpiceJet,CCU,DEL,2026-04-18 17:44:41.703,2026-04-18 19:40:41.703,116.0,False,False
660,SJ151,SpiceJet,BOM,CCU,2026-04-18 17:44:41.702,2026-04-18 19:16:41.702,92.0,False,False
661,SJ071,SpiceJet,CCU,MAA,2026-04-18 17:43:41.701,2026-04-18 19:32:41.701,109.0,False,False
662,SJ102,SpiceJet,MAA,CCU,2026-04-18 17:26:41.702,2026-04-18 18:58:41.702,92.0,False,False
663,AI209,Air India,BLR,CCU,2026-04-18 17:25:41.703,2026-04-18 18:37:41.703,72.0,False,False
664,6F111,IndiGo,HYD,DEL,2026-04-18 17:09:41.702,2026-04-18 20:02:41.702,173.0,False,False
665,AI050,Air India,BLR,BOM,2026-04-18 17:07:41.701,2026-04-18 19:42:41.701,155.0,False,False
666,SJ189,SpiceJet,HYD,BLR,2026-04-18 17:05:41.703,2026-04-18 22:01:41.703,296.0,False,False
667,UK112,UNKNOWN,CCU,DEL,2026-04-18 17:05:41.702,2026-04-18 19:47:41.702,162.0,False,False
668,6F171,IndiGo,DEL,BLR,2026-04-18 17:03:41.703,2026-04-18 18:12:41.703,69.0,False,False
669,AI011,Air India,CCU,BOM,2026-04-18 16:58:41.701,2026-04-18 21:01:41.701,243.0,False,False
670,6F027,IndiGo,BLR,DEL,2026-04-18 16:52:41.701,2026-04-18 18:21:41.701,89.0,False,False
671,UK082,Vistara,DEL,BOM,2026-04-18 16:50:41.702,2026-04-18 21:21:41.702,271.0,False,False
672,UK138,Vistara,DEL,BLR,2026-04-18 16:47:41.703,2026-04-18 19:36:41.703,169.0,False,False
673,UK198,Vistara,DEL,BLR,2026-04-18 16:43:41.703,2026-04-18 18:18:41.703,95.0,False,False
674,6F039,IndiGo,MAA,CCU,2026-04-18 16:43:41.701,2026-04-18 21:01:41.701,258.0,False,False
675,6F157,IndiGo,MAA,CCU,2026-04-18 16:37:41.703,2026-04-18 18:04:41.703,87.0,False,False
676,SJ024,SpiceJet,DEL,MAA,2026-04-18 16:29:41.701,2026-04-18 20:21:41.701,232.0,False,False
677,6F167,IndiGo,BLR,BOM,2026-04-18 16:26:41.703,2026-04-18 17:50:41.703,84.0,False,False
678,AI197,Air India,BOM,CCU,2026-04-18 16:25:41.703,2026-04-18 20:00:41.703,215.0,False,False
679,SJ211,SpiceJet,MAA,BOM,2026-04-18 16:22:41.703,2026-04-18 18:34:41.703,132.0,False,False
680,6F055,IndiGo,DEL,CCU,2026-04-18 16:21:41.701,2026-04-18 18:49:41.701,148.0,False,False
681,AI253,Air India,BLR,BOM,2026-04-18 16:13:41.704,2026-04-18 19:51:41.704,218.0,False,False
682,UK060,Vistara,BLR,CCU,2026-04-18 16:09:41.701,2026-04-18 19:42:41.701,213.0,False,False
683,6F257,UNKNOWN,MAA,CCU,2026-04-18 16:04:41.704,2026-04-18 19:55:41.704,231.0,False,False
684,SJ135,SpiceJet,MAA,CCU,2026-04-18 16:03:41.702,2026-04-18 19:48:41.702,225.0,False,False
685,AI247,Air India,BOM,CCU,2026-04-18 15:58:41.704,2026-04-18 19:02:41.704,184.0,False,False
686,UK127,Vistara,BOM,HYD,2026-04-18 15:56:41.702,2026-04-18 20:00:41.702,244.0,False,False
687,AI109,Air India,BLR,BOM,2026-04-18 15:53:41.702,2026-04-18 20:14:41.702,261.0,False,False
688,AI057,Air India,BOM,CCU,2026-04-18 15:53:41.701,2026-04-18 19:22:41.701,209.0,False,False
689,6F103,IndiGo,CCU,MAA,2026-04-18 15:37:41.702,2026-04-18 18:32:41.702,175.0,False,False
690,SJ144,SpiceJet,BLR,BOM,2026-04-18 15:35:41.702,2026-04-18 19:12:41.702,217.0,False,False
691,6F076,IndiGo,CCU,HYD,2026-04-18 15:35:41.702,2026-04-18 16:20:41.702,45.0,False,False
692,6F240,IndiGo,DEL,HYD,2026-04-18 15:31:41.704,2026-04-18 19:56:41.704,265.0,False,False
693,UK057,Vistara,CCU,DEL,2026-04-18 15:25:41.701,2026-04-18 20:04:41.701,279.0,False,False
694,AI201,Air India,BLR,CCU,2026-04-18 15:19:41.703,2026-04-18 16:40:41.703,81.0,False,False
695,SJ242,SpiceJet,BLR,HYD,2026-04-18 14:55:41.704,2026-04-18 17:42:41.704,167.0,False,False
696,6F037,IndiGo,BOM,MAA,2026-04-18 14:51:41.701,2026-04-18 17:23:41.701,152.0,False,False
697,SJ132,SpiceJet,MAA,DEL,2026-04-18 14:44:41.702,2026-04-18 15:36:41.702,52.0,False,False
698,AI055,Air India,CCU,BOM,2026-04-18 14:39:41.701,2026-04-18 16:18:41.701,99.0,False,False
699,6F252,UNKNOWN,MAA,BLR,2026-04-18 14:25:41.701,2026-04-18 18:52:41.701,267.0,False,False
700,AI183,Air India,DEL,CCU,2026-04-18 14:24:41.703,2026-04-18 16:06:41.703,102.0,False,False
701,SJ125,SpiceJet,DEL,BLR,2026-04-18 14:21:41.702,2026-04-18 16:55:41.702,154.0,False,False
702,SJ087,SpiceJet,BOM,DEL,2026-04-18 14:20:41.702,2026-04-18 19:09:41.702,289.0,False,False
703,UK182,Vistara,HYD,CCU,2026-04-18 14:19:41.703,2026-04-18 18:25:41.703,246.0,False,False
704,AI016,Air India,BOM,CCU,2026-04-18 14:15:41.701,2026-04-18 18:38:41.701,263.0,False,False
705,6F107,IndiGo,CCU,BLR,2026-04-18 14:14:41.702,2026-04-18 17:14:42.000,180.0049666666667,False,False
706,AI026,Air India,DEL,BOM,2026-04-18 14:14:41.701,2026-04-18 15:13:41.701,59.0,False,False
707,AI177,Air India,CCU,HYD,2026-04-18 14:11:41.703,2026-04-18 16:26:41.703,135.0,False,False
708,AI041,Air India,BOM,BLR,2026-04-18 14:08:41.701,2026-04-18 15:59:41.701,111.0,False,False
709,6F264,UNKNOWN,DEL,HYD,2026-04-18 14:03:41.701,2026-04-18 18:23:41.701,260.0,False,False
710,6F222,IndiGo,HYD,MAA,2026-04-18 14:01:41.704,2026-04-18 16:11:41.704,130.0,False,False
711,AI004,Air India,HYD,MAA,2026-04-18 13:58:41.701,2026-04-18 18:12:41.701,254.0,False,False
712,SJ126,SpiceJet,DEL,BLR,2026-04-18 13:47:41.702,2026-04-18 16:31:41.702,164.0,False,False
713,SJ220,SpiceJet,BOM,CCU,2026-04-18 13:45:41.703,2026-04-18 15:21:41.703,96.0,False,False
714,AI204,Air India,CCU,MAA,2026-04-18 13:40:41.703,2026-04-18 18:38:41.703,298.0,False,False
715,UK098,Vistara,CCU,DEL,2026-04-18 13:38:41.702,2026-04-18 17:54:41.702,256.0,False,False
716,AI090,Air India,MAA,CCU,2026-04-18 13:37:41.702,2026-04-18 16:11:41.702,154.0,False,False
717,AI092,Air India,CCU,BOM,2026-04-18 13:36:41.702,2026-04-18 16:20:41.702,164.0,False,False
718,AI049,Air India,CCU,MAA,2026-04-18 13:35:41.701,2026-04-18 15:48:41.701,133.0,False,False
719,UK117,Vistara,BLR,BOM,2026-04-18 13:17:41.702,2026-04-18 16:54:41.702,217.0,False,False
